file_name,width,height,mode,file_size_kb,mean_pixel,std_pixel
gray_pexels-photo-4016579.jpg,500,750,L,118.41,140.89645866666666,47.439587679408554
gray_play-6865967_1280.jpg,1280,853,L,339.57,77.4465205524619,53.514401162139144
gray_premium_photo-1666901328734-3c6eb9b6b979.jpg,3000,3000,L,1837.94,156.13777911111112,54.94854785691068
