file_name,duration_sec,sample_rate,file_size_kb,rms_energy,zero_crossing_rate,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,channels,bit_depth
file_example_MP3_700KB.mp3,42.01,44100,716.45,0.08149243891239166,0.017250130604103343,-462.3761291503906,172.28350830078125,77.2995834350586,24.906415939331055,12.973125457763672,8.019180297851562,1.9942091703414917,-1.6291601657867432,-1.8585563898086548,2.610025405883789,5.535976409912109,3.084010362625122,1.1955374479293823,,
file_example_WAV_1MG.wav,5.94,44100,1023.98,0.05630037561058998,0.05964469909667969,-547.031494140625,93.49009704589844,43.02272033691406,11.886907577514648,-6.069425582885742,-18.744884490966797,-23.207801818847656,-21.868751525878906,-17.259838104248047,-10.83213996887207,-4.784823894500732,-0.39803582429885864,1.5905728340148926,2.0,PCM_16
